cve,published,severity,reporter,explicit_ai,ai_affiliated,ai_evidence_url,fuzz,affected_versions,source_discovery,source_url,source_sha256,metadata_commit
CVE-2016-2183,2016-08-24,Low,Karthik Bhargavan and Gaetan Leurent from Inria,no,no,,no,1.0.2 to <1.0.2i,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-2183.json,df3966ebcea0305f07160962b1c94767f89b0ffe01781ef06d081b7ae352e231,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-6303,2016-08-24,Low,"Shi Lei (Gear Team, Qihoo 360 Inc.)",no,no,,no,1.0.1 to <1.0.1u; 1.0.2 to <1.0.2i,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-6303.json,32aec2110091f4dc2f289e0be1b0b749d5c3ad07949c2b2619e6f2e93288c704,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-6306,2016-09-21,Low,"Shi Lei (Gear Team, Qihoo 360 Inc.)",no,no,,no,1.0.1 to <1.0.1u; 1.0.2 to <1.0.2i,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-6306.json,d535db696b9a53dd959888e3aa28e69339011cc46afd942e06425c4d3994713e,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-6307,2016-09-21,Low,"Shi Lei (Gear Team, Qihoo 360 Inc.)",no,no,,no,1.1.0 to <1.1.0a,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-6307.json,222208b190b881d2a732d38ccfc27c1cec5dd7565c171d4823fbf15d7cf6d7d7,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-6308,2016-09-21,Low,"Shi Lei (Gear Team, Qihoo 360 Inc.)",no,no,,no,1.1.0 to <1.1.0a,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-6308.json,033dd0fe1ca223e2e9afb7df0a36673fb794c86c1dd92a53682115441b67be3e,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-6304,2016-09-22,High,"Shi Lei (Gear Team, Qihoo 360 Inc.)",no,no,,no,1.0.1 to <1.0.1u; 1.0.2 to <1.0.2i; 1.1.0 to <1.1.0a,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-6304.json,26a0c01ff01c1f1e51f2c38ac81ff0448ced7cf89eba838b8f6df4b3180a97ff,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-6305,2016-09-22,Moderate,Alex Gaynor,no,no,,no,1.1.0 to <1.1.0a,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-6305.json,99e1a3963a589f2d5558e34f042f7a545b8d436bf6da87c1fb83bbd8e7b2cc16,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-6309,2016-09-26,Critical,Robert Święcki (Google Security Team),no,no,,no,1.1.0a to <1.1.0b,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-6309.json,17b1f671cfb6470543c2b4f1afa3826a2375d4706d9a1c4450284e02518d9a43,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-7052,2016-09-26,Moderate,Bruce Stephens and Thomas Jakobi,no,no,,no,1.0.2i to <1.0.2j,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-7052.json,a433f4474cdec0d7ff84e2f5b93a7d8b14e309b12d2b4ca0f2eff9816aff2cba,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-7053,2016-11-10,Moderate,Tyler Nighswander (ForAllSecure),no,no,,no,1.1.0 to <1.1.0c,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-7053.json,2a649824e3b3ecc302b7e45155d31f285c89bff3ec426d375a3acae91cd3a5e7,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-7054,2016-11-10,High,Robert Święcki (Google Security Team),no,no,,no,1.1.0 to <1.1.0c,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-7054.json,5beea0bee0920090bf5d801d9d91ab3e5321626269cdf422e74e2080c2cb12c7,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-7055,2016-11-10,Low,Publicly reported,no,no,,no,1.1.0 to <1.1.0c; 1.0.2 to <1.0.2k,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-7055.json,b0e5f9b1079e847a2083a5a1f595d26cbbc2518f759accd4008fde8a4e780eb4,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2017-3730,2017-01-26,Moderate,Guido Vranken,no,no,,no,1.1.0 to <1.1.0d,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2017-3730.json,633f767a3943506db5c61d34c28c056a488428cf082f2e56bfa63476238f5d4d,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2017-3731,2017-01-26,Moderate,Robert Święcki of Google,no,no,,no,1.1.0 to <1.1.0d; 1.0.2 to <1.0.2k,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2017-3731.json,1ef4a383ce0350e0a6552227d1adde2ad781b0fd31d7c96b22411d2d29e60b67,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2017-3732,2017-01-26,Moderate,OSS-Fuzz project,no,no,,yes,1.1.0 to <1.1.0d; 1.0.2 to <1.0.2k,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2017-3732.json,b3835e2090f1a1f81dc1c2cc4edefa0837301024201d608ef0c8d0c754d1272c,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2017-3733,2017-02-16,High,Joe Orton (Red Hat),no,no,,no,1.1.0 to <1.1.0e,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2017-3733.json,faed65068d325cb5c2060c9fdb40ab98caf3f68cc2790a2a48813a33743d1325,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2017-3735,2017-08-28,Low,Google OSS-Fuzz,no,no,,yes,1.0.2 to <1.0.2m; 1.1.0 to <1.1.0g,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2017-3735.json,cc1cd5437dfa223b7d25227ee337633b7510865babe5aeba1b06cb9575d4e4fb,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2017-3736,2017-11-02,Moderate,Google OSS-Fuzz,no,no,,yes,1.0.2 to <1.0.2m; 1.1.0 to <1.1.0g,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2017-3736.json,6ac467604bb12ae80d0ef209231589dddcb5e3488878cd8f9c51c39065c076b7,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2017-3737,2017-12-07,Moderate,David Benjamin (Google),no,no,,no,1.0.2b to <1.0.2n,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2017-3737.json,3c8a7b3f77ed9a1b8c6ea10ca3850e0724e320876d12b8d97a93ffb771b9c292,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2017-3738,2017-12-07,Low,David Benjamin (Google)/Google OSS-Fuzz,no,no,,yes,1.0.2 to <1.0.2n; 1.1.0 to <1.1.0h,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2017-3738.json,0944ae3e60182ebd571e16b906589f5c68976e238d109ee45d6140673099400d,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2018-0733,2018-03-27,Moderate,Peter Waltenberg (IBM),no,no,,no,1.1.0 to <1.1.0h,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2018-0733.json,09fc6c92006ecd612f37bf496fc432fb8fb822ce11e9e6f2a81e901fa6934b90,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2018-0739,2018-03-27,Moderate,OSS-fuzz,no,no,,yes,1.1.0 to <1.1.0h; 1.0.2b to <1.0.2o,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2018-0739.json,4e679a36a9bf96e748cef8a5044a9ad2916900b94f4ec173b67af70b02767e67,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2018-0737,2018-04-16,Low,"Alejandro Cabrera Aldaya, Billy Brumley, Cesar Pereida Garcia and Luis Manuel Alvarez Tapia",no,no,,no,1.1.0 to <1.1.0i; 1.0.2 to <1.0.2p,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2018-0737.json,843132279af521adb325b4d8a794d59edba50280df04ad981ec03a132567649a,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2018-0732,2018-06-12,Low,Guido Vranken,no,no,,no,1.1.0 to <1.1.0i; 1.0.2 to <1.0.2p,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2018-0732.json,c0c3ea8d3d31668cb5092acf15d6401f5b7c3cd27c6aae3a3488c34b14e2a7ea,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2018-0735,2018-10-29,Low,Samuel Weiser,no,no,,no,1.1.0 to <1.1.0j; 1.1.1 to <1.1.1a,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2018-0735.json,363f2463e69b03ca37518e18d6963181e16872df51f1b270de42b70bf7c42946,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2018-0734,2018-10-30,Low,Samuel Weiser,no,no,,no,1.1.1 to <1.1.1a; 1.1.0 to <1.1.0j; 1.0.2 to <1.0.2q,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2018-0734.json,3aece4462dcbd102601d9a364c8feabb8dd120c274216699ca5a7e849a79f9cc,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2018-5407,2018-11-02,Low,"Alejandro Cabrera Aldaya, Billy Brumley, Sohaib ul Hassan, Cesar Pereida Garcia and Nicola Tuveri",no,no,,no,1.1.0 to <1.1.0i; 1.0.2 to <1.0.2q,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2018-5407.json,4b1df9039c9a389e3d3d70ca70c7094597b68f86df0aa61d3052a7650b3849a8,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2019-1559,2019-02-26,Moderate,"Juraj Somorovsky, Robert Merget and Nimrod Aviram, with additional investigation by Steven Collison and Andrew Hourselt",no,no,,no,1.0.2 to <1.0.2r,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2019-1559.json,20b67385e149d94f1f85e73af0d31fc03eb7039d7b1cea4aaa416af1642cc04d,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2019-1543,2019-03-06,Low,Joran Dirk Greef of Ronomon,no,no,,no,1.1.1 to <1.1.1c; 1.1.0 to <1.1.0k,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2019-1543.json,df0f0c239a7c336439d2f569ecac49f24c3d1e55c8facc88fecb3afb39d8d095,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2019-1552,2019-07-30,Low,Rich Mirch,no,no,,no,1.1.1 to <1.1.1d; 1.1.0 to <1.1.0l; 1.0.2 to <1.0.2t,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2019-1552.json,718833a8cd1dbf7030fe8bc30df8f8bc8132899f45fc760e1fe9ddb3984fa0b3,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2019-1547,2019-09-10,Low,"Cesar Pereida García, Sohaib ul Hassan, Nicola Tuveri, Iaroslav Gridin, Alejandro Cabrera Aldaya, and Billy Brumley",no,no,,no,1.1.1 to <1.1.1d; 1.1.0 to <1.1.0l; 1.0.2 to <1.0.2t,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2019-1547.json,795f8fb668fee68503fe21df0afb3356301bd8446dc7ae364ac179b6fed7f596,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2019-1549,2019-09-10,Low,Matt Caswell,no,no,,no,1.1.1 to <1.1.1d,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2019-1549.json,15c5bebef1611631683b39a6ddc837b31ef92bf631f48fe90d5276d1fae8bb77,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2019-1563,2019-09-10,Low,Bernd Edlinger,no,no,,no,1.1.1 to <1.1.1d; 1.1.0 to <1.1.0l; 1.0.2 to <1.0.2t,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2019-1563.json,4fb26e15f2ab80beb4afb07851755ac0b01b08d9716a7761541a400189cb1901,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2019-1551,2019-12-06,Low,OSS-Fuzz and Guido Vranken,no,no,,yes,1.1.1 to <1.1.1e; 1.0.2 to <1.0.2u,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2019-1551.json,5da69aff11daea92ca42b78126aa24728701a228169ec61c9699cf8a4f3f3885,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2020-1967,2020-04-21,High,Bernd Edlinger,no,no,,no,1.1.1d to <1.1.1g,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2020-1967.json,59733d24372c1ac1838fc06e3c6b565cb7ebf478b7f299207e8c84b7b50f690c,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2020-1968,2020-09-09,Low,"Robert Merget, Marcus Brinkmann, Nimrod Aviram, and Juraj Somorovsky",no,no,,no,1.0.2 to <1.0.2w,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2020-1968.json,b07bbd1913c028154999231795b304758ad39bacc92b49d29f4c5238ff31bec7,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2020-1971,2020-12-08,High,David Benjamin (Google),no,no,,no,1.1.1 to <1.1.1i; 1.0.2 to <1.0.2x,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2020-1971.json,c9a65b3d0ca8e4ef5cb38bb8bf70143140e9d5cdb03cafd0a6df39be82fb0553,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2021-23839,2021-02-16,Low,D. Katz and Joel Luellwitz (Trustwave),no,no,,no,1.0.2s to <1.0.2y,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2021-23839.json,7e0f250e25b8eb7a5f15790d4231445895116624ac88f8b09de83b132798b19b,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2021-23840,2021-02-16,Low,Paul Kehrer,no,no,,no,1.1.1 to <1.1.1j; 1.0.2 to <1.0.2y,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2021-23840.json,bda00f6b69f677d03bc81cfc3b376d1afb9d198c020d7d9907bd213579d01dbd,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2021-23841,2021-02-16,Moderate,Tavis Ormandy (Google),no,no,,no,1.1.1 to <1.1.1j; 1.0.2 to <1.0.2y,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2021-23841.json,2d305e12f1ece0954da516e9d5f3771750ad696007d061cece20821b7c9327a5,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2021-3449,2021-03-25,High,Peter Kästle (Nokia) and Samuel Sapalski (Nokia),no,no,,no,1.1.1 to <1.1.1k,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2021-3449.json,dfb2cdb9c1375868852e19febaeceef26877fd4e780d6b7e201594e7fec34305,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2021-3450,2021-03-25,High,"Benjamin Kaduk (Akamai), Xiang Ding (Akamai), others at Akamai",no,no,,no,1.1.1h to <1.1.1k,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2021-3450.json,f2ba007f2de2ce0a304490566f17f9de302b4cf806e34cecbc58b21cb6fe1e29,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2021-3711,2021-08-24,High,John Ouyang,no,no,,no,1.1.1 to <1.1.1l,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2021-3711.json,951af36ac7fb00964832e351e4d5d102d016d0867d94ca3f52cec36e7f57351c,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2021-3712,2021-08-24,Moderate,Ingo Schwarze,no,no,,no,1.1.1 to <1.1.1l; 1.0.2 to <1.0.2za,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2021-3712.json,b6268971d0ba1ec76bd539daa04a9091bec7ce61bb4c9cebcc446840b502b333,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2021-4044,2021-12-14,Moderate,Tobias Nießen,no,no,,no,3.0.0 to <3.0.1,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2021-4044.json,0d2c7c96594ddc93f60355ab1b6d4eac92312a7119b79d4774323da3f2ab94cf,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2021-4160,2022-01-28,Moderate,Bernd Edlinger,no,no,,no,3.0.0 to <3.0.1; 1.1.1 to <1.1.1m; 1.0.2 to <1.0.2zc,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2021-4160.json,e3a8bc1c9469a1e1958bbaee30903cebf93d6d4907b050c8e6d65bc6f9824349,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2022-0778,2022-03-15,High,Tavis Ormandy (Google),no,no,,no,3.0.0 to <3.0.2; 1.1.1 to <1.1.1n; 1.0.2 to <1.0.2zd,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2022-0778.json,4dd13f02a532b84637f75c5931c7072d92f957854328ce3205d1273ce0f38ceb,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2022-1292,2022-05-03,Moderate,Elison Niven (Sophos),no,no,,no,3.0.0 to <3.0.3; 1.1.1 to <1.1.1o; 1.0.2 to <1.0.2ze,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2022-1292.json,5d9dcb446fdf73772a817a2335c46b0b1ca5640aec0368442317ca0d5c6af849,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2022-1343,2022-05-03,Moderate,Raul Metsma,no,no,,no,3.0.0 to <3.0.3,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2022-1343.json,35d16e6d3de165612e7e46dec97f9ea83cddb851588a4c9bb9c1628570e8df31,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2022-1434,2022-05-03,Low,Tom Colley (Broadcom),no,no,,no,3.0.0 to <3.0.3,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2022-1434.json,b9ad60ba3f8d81cfe6aef3f9e08a32c4d1ad93fde694c248706a36c6add4f500,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2022-1473,2022-05-03,Low,Aliaksei Levin,no,no,,no,3.0.0 to <3.0.3,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2022-1473.json,06bd878c78d80b604cf2be1de319b71763331880a16579e70362534263c51875,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2022-2068,2022-06-21,Moderate,Chancen (Qingteng 73lab),no,no,,no,3.0.0 to <3.0.4; 1.1.1 to <1.1.1p; 1.0.2 to <1.0.2zf,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2022-2068.json,bc245e2ca84f9151208af130ae47c1448292b4620192f8c4a33d01db250050d7,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2022-2097,2022-07-05,Moderate,Alex Chernyakhovsky,no,no,,no,3.0.0 to <3.0.5; 1.1.1 to <1.1.1q,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2022-2097.json,7e218b17cec12e71301d4e438597ee770d58ff89e40c907f3819ef0f4aef2481,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2022-2274,2022-07-05,High,Xi Ruoyao,no,no,,no,3.0.4 to <3.0.5,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2022-2274.json,b963d972f713a4e2804effc75d05500ca6825b9472def129c710ee6205f2691d,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2022-3358,2022-09-29,Low,Chris Rapier (Pittsburgh Supercomputing Center),no,no,,no,3.0.0 to <3.0.6,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2022-3358.json,2f7f9c79cba4ae25c7603c5fdca3f454b2b6d264f93b4f274de9f2826570d463,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2022-3602,2022-11-01,High,Polar Bear,no,no,,no,3.0.0 to <3.0.7,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2022-3602.json,ca3489b16822c2ca08a313a22a4c865c9b49b3e36164d0c3a63767913a1fa081,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2022-3786,2022-11-01,High,Viktor Dukhovni,no,no,,no,3.0.0 to <3.0.7,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2022-3786.json,fb3e56db2f9cb35c224a9f491fce0073503138b4816b3b84ebb0fabc9325c1db,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2022-3996,2022-12-13,Low,Polar Bear,no,no,,no,3.0.0,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2022-3996.json,afe48548e317b60b54a1e6372263ccdc57b43ad3d15baa519475d4b64f550993,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2022-4203,2023-02-07,Moderate,Corey Bonnell from Digicert,no,no,,no,3.0.0 to <3.0.8,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2022-4203.json,acc66fe13d33399316c84b8e6e810da81fff2cf659b0b88bbe621dc25bf9de1a,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2022-4304,2023-02-07,Moderate,Hubert Kario from Red Hat,no,no,,no,3.0.0 to <3.0.8; 1.1.1 to <1.1.1t; 1.0.2 to <1.0.2zg,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2022-4304.json,75b6319ff2e90e39eff788abec4f3b508214650a04ff3b900da77aa1918d8a7a,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2022-4450,2023-02-07,Moderate,CarpetFuzz; Dawei Wang; Marc Schönefeld,no,no,,yes,3.0.0 to <3.0.8; 1.1.1 to <1.1.1t,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2022-4450.json,1d03965c3e1bb8b9e8c6aa10c9ef6fc6a301041664c40c9d7ac9f0f2e786a97b,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-0215,2023-02-07,Moderate,Octavio Galland (Max Planck Institute for Security and Privacy); Marcel Böhme (Max Planck Institute for Security and Privacy),no,no,,no,3.0.0 to <3.0.8; 1.1.1 to <1.1.1t; 1.0.2 to <1.0.2zg,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-0215.json,4e98738435da211d961c50c934be674584763086efdfa72ce0c71473873f94a4,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-0216,2023-02-07,Moderate,Marc Schönefeld,no,no,,no,3.0.0 to <3.0.8,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-0216.json,6968e2aee36833dd40b1ad2fe8c70620c92979ffebb24147defffc7e81fdb4b3,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-0217,2023-02-07,Moderate,Kurt Roeckx,no,no,,no,3.0.0 to <3.0.8,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-0217.json,dc15cb9a2086c53475ceebeeaf340cc75452324c5d5f5464a48d4b8dded2ccd0,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-0286,2023-02-07,High,David Benjamin (Google),no,no,,no,3.0.0 to <3.0.8; 1.1.1 to <1.1.1t; 1.0.2 to <1.0.2zg,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-0286.json,1511e9857077b42c6ae5330231582b78d187b4d80475b76d6585073433439b40,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-0401,2023-02-07,Moderate,Hubert Kario (Red Hat); Dmitry Belyavsky (Red Hat),no,no,,no,3.0.0 to <3.0.8,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-0401.json,9754e4e790398c69829ca21f47d0f951746f5c3a25e797bded0860cd7e9f29ea,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-0464,2023-03-21,Low,David Benjamin (Google),no,no,,no,3.1.0 to <3.1.1; 3.0.0 to <3.0.9; 1.1.1 to <1.1.1u; 1.0.2 to <1.0.2zh,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-0464.json,a2bed276cfef1f31ef16dfa8b26492583cfdb1f3e39e8d81ebc8654e9775050f,597a9a75044fb94b2823d111fd96ad9607a38189
