cve,published,severity,reporter,explicit_ai,ai_affiliated,ai_evidence_url,fuzz,affected_versions,source_discovery,source_url,source_sha256,metadata_commit
CVE-2026-42764,2026-06-09,Moderate,Sunwoo Lee (KENTECH); Hyuk Lim (KENTECH); Seunghyun Yoon (KENTECH),no,no,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3; 3.5.0 to <3.5.7,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-42764.json,581c244d40daf1aba3d3389731e3de5acfc3ab374041332b33a1a158ed19c81e,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-42765,2026-06-09,Low,Joshua Rogers (Aisle Research),no,yes,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-42765.json,9e041013021615bf87aa999da10f5ab5e227c2d309b8fda9669c9830b3385b52,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-42766,2026-06-09,Low,Mayank Jangid; Kushal Khemka; Hari Priandana; Bhabani Sankar Das; Qifan Zhang (Palo Alto Networks),no,no,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3; 3.5.0 to <3.5.7; 3.4.0 to <3.4.6; 3.0.0 to <3.0.21; 1.1.1 to <1.1.1zh; 1.0.2 to <1.0.2zq,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-42766.json,07ddf1970573285038d202d998c85d715b5078be1137a6b55c19a750c00398e9,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-42767,2026-06-09,Low,Zhanpeng Liu (Tencent Xuanwu Lab); Guannan Wang (Tencent Xuanwu Lab); Guancheng Li (Tencent Xuanwu Lab); Bhabani Sankar Das,no,no,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3; 3.5.0 to <3.5.7; 3.4.0 to <3.4.6; 3.0.0 to <3.0.21,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-42767.json,166f55994b84db8d2b3f11d4c197b64b50c66e2f11f8539b728aaa0efdb7a5a7,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-42768,2026-06-09,Low,Alex Gaynor (Anthropic),no,yes,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3; 3.5.0 to <3.5.7; 3.4.0 to <3.4.6,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-42768.json,661fba98af9d9e879b8844f95ec8920e2d7cc83c1ec4f33787c9d2112e2b31e5,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-42769,2026-06-09,Low,Alex Gaynor (Anthropic),no,yes,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3; 3.5.0 to <3.5.7; 3.4.0 to <3.4.6,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-42769.json,4eda73a0d464ee8fb5f261e25c4e50828cd39033c74885eaedfeefda018499e6,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-42770,2026-06-09,Low,Alex Gaynor (Anthropic),no,yes,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3; 3.5.0 to <3.5.7; 3.4.0 to <3.4.6; 3.0.0 to <3.0.21,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-42770.json,e647ffcb3f7053f2464708ecb5ecf151964855f7114cfdf16e5d6466e936048d,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-42771,2026-06-09,Low,TrendAI Zero Day Initiative,no,no,,no,4.0.0 to <4.0.1,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-42771.json,d8b0d763912cf57b117345b61d12516eedb73dc252a9989e41c90aa0c644ae56,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-45445,2026-06-09,Moderate,Alex Gaynor (Anthropic),no,yes,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3; 3.5.0 to <3.5.7; 3.4.0 to <3.4.6; 3.0.0 to <3.0.21,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-45445.json,ba974b254f5e267cabfe775714ef72c4e6f7d30f630aa29007b3cb9e16c57454,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-45446,2026-06-09,Low,Alex Gaynor (Anthropic),no,yes,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3; 3.5.0 to <3.5.7; 3.4.0 to <3.4.6; 3.0.0 to <3.0.21,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-45446.json,c988e1b42aaedefd49fae32e5cead1d98ced97fd6913c8870496c00bd918d513,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-45447,2026-06-09,High,Thai Duong (Calif.io in collaboration with Claude and Anthropic Research),yes,yes,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-45447.json,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3; 3.5.0 to <3.5.7; 3.4.0 to <3.4.6; 3.0.0 to <3.0.21; 1.1.1 to <1.1.1zh; 1.0.2 to <1.0.2zq,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-45447.json,f2cd9a647cf8bed76e24abb41e2f17220cf502b80f0c342fc81cc6058f6436f4,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-7383,2026-06-09,Low,Zehua Qiao; Jinwen He,no,no,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3; 3.5.0 to <3.5.7; 3.4.0 to <3.4.6; 3.0.0 to <3.0.21; 1.1.1 to <1.1.1zh; 1.0.2 to <1.0.2zq,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-7383.json,7fb7650235ae5cccc8b1b57079f23801df657412527ff68c011b03a029768afd,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-9076,2026-06-09,Low,Bhabani Sankar Das; Haruki Oyama (Waseda University),no,no,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3; 3.5.0 to <3.5.7; 3.4.0 to <3.4.6; 3.0.0 to <3.0.21; 1.1.1 to <1.1.1zh; 1.0.2 to <1.0.2zq,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-9076.json,42484f1b69abeee0964df94858fde595895b65c6c9463a5ab93d8d8853d9c797,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-54876,2026-08-05,Low,Bhabani Sankar Das; Zhenzhe Shao,no,no,,no,4.0.0 to <4.0.2; 3.6.0 to <3.6.4,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-54876.json,2048f9b545d203c9da8d06627c07e24e267e64988b3669b46b8a0c738445f605,597a9a75044fb94b2823d111fd96ad9607a38189
